City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,taradale,-39.5333,176.85,21.34,43,58,3.96,NZ,1698187016
83,guatrache,-37.6678,-63.5302,16.26,44,79,3.19,AR,1698187016
84,san patricio,28.017,-97.5169,30.3,68,67,8.91,US,1698187016
85,villa gesell,-37.2639,-56.973,10.69,83,17,5.73,AR,1698187016
86,la rinconada,37.4873,-5.9826,17.31,94,75,2.57,ES,1698187016
87,luderitz,-26.6481,15.1594,17.54,65,0,8.18,NA,1698187016
88,ilulissat,69.2167,-51.1,-4.99,50,75,10.29,GL,1698187017
89,blackmans bay,-43.0167,147.3167,11.07,92,84,9.49,AU,1698187017
90,acarau,-2.8856,-40.12,25.8,81,76,7.83,BR,1698187017
91,dhuusamarreeb,5.535,46.3861,26.55,72,41,5.07,SO,1698187017
92,puerto ayora,-0.7393,-90.3518,27.98,94,52,4.02,EC,1698187017
93,thinadhoo,0.5333,72.9333,27.57,77,23,6.85,MV,1698187017
94,margaret river,-33.95,115.0667,14.18,51,64,7.63,AU,1698187018
95,ayabaca,-4.6398,-79.7149,17.44,66,53,2.41,PE,1698187018
96,haiku-pauwela,20.9219,-156.3051,26.01,69,40,4.63,US,1698187018
97,saipan,15.1355,145.701,29.39,79,20,8.75,MP,1698187018
98,yellowknife,62.456,-114.3525,-3.1,91,75,7.72,CA,1698186737
99,taizhou,32.4933,119.9106,18.66,75,88,1.28,CN,1698187018
100,atafu village,-8.5421,-172.5159,29.03,73,32,5.18,TK,1698187018
101,tan-tan,28.438,-11.1032,19.02,75,5,3.82,MA,1698187019
102,'ain el hadjar,34.7585,0.1453,9.63,87,33,1.18,DZ,1698187019
103,los fresnos,26.0717,-97.4764,31.03,68,40,10.8,US,1698187019
104,santyoku,37.4406,129.1708,14.69,71,0,3.21,KR,1698187019
105,ndibene dahra,15.3338,-15.4766,33.99,45,67,5.02,SN,1698187019
106,porto franco,-6.3383,-47.3992,26.41,72,72,2.29,BR,1698187019
107,chemin grenier,-20.4872,57.4656,23.77,85,2,2.35,MU,1698187020
108,tralee,52.2704,-9.7026,7.58,90,4,2.51,IE,1698187020
109,eenhana,-17.4667,16.3333,25.34,22,62,2.84,NA,1698187020
110,port-vila,-17.7338,168.3219,24.78,88,100,9.26,VU,1698187020
111,pinotepa nacional,16.3167,-98.0167,23.86,96,100,3.2,MX,1698187020
112,saurimo,-9.6608,20.3916,19.15,92,100,1.68,AO,1698187020
113,saudarkrokur,65.7461,-19.6394,1.48,79,100,2.01,IS,1698187021
114,borkum,53.5809,6.6915,10.97,91,91,10.97,DE,1698187021
115,portland,45.5234,-122.6762,10.81,93,100,2.68,US,1698186714
116,broome,42.2506,-75.833,15.43,79,47,2.31,US,1698187021
117,kyzylorda,44.8528,65.5092,7.01,76,0,3.0,KZ,1698186955
118,bethel,41.3712,-73.414,15.05,70,0,2.06,US,1698187021
119,tolanaro,-25.0319,46.9987,24.04,88,40,0.0,MG,1698187021
120,barcelos,41.5388,-8.6151,18.08,95,46,2.6,PT,1698186887
121,yuzhno-kurilsk,44.0306,145.8556,10.21,77,92,5.19,RU,1698187022
122,chonchi,-42.6128,-73.8092,12.29,77,39,0.72,CL,1698187022
123,kerikeri,-35.2268,173.9474,21.06,81,38,1.34,NZ,1698187022
124,nova vicosa,-17.8919,-39.3719,24.26,82,62,7.47,BR,1698187022
125,praia,14.9215,-23.5087,27.3,78,75,6.17,CV,1698187022
126,siracusa,37.0881,15.2792,22.77,78,100,1.04,IT,1698186601
127,lorengau,-2.0226,147.2712,28.33,75,95,1.63,PG,1698187023
128,chateau-du-loir,47.6949,0.4185,13.31,87,100,6.78,FR,1698187023
129,aasiaat,68.7098,-52.8699,-8.49,79,100,3.24,GL,1698187023
130,sakaraha,-22.9,44.5333,20.84,87,0,0.7,MG,1698187023
131,puerto rico,-26.796,-55.024,21.18,99,98,0.74,AR,1698187023
132,haslev,55.3235,11.9639,9.44,96,100,9.5,DK,1698187023
133,juticalpa,14.65,-86.2,29.08,94,100,1.13,HN,1698187024
134,riberalta,-10.9833,-66.1,35.11,49,40,2.57,BO,1698186944
135,pul-e khumri,35.9446,68.7151,15.15,41,0,0.51,AF,1698187024
136,bavly,54.393,53.2602,-2.07,87,95,6.48,RU,1698186883
137,dongkan,33.9997,119.8308,16.64,73,86,2.04,CN,1698187024
138,kardla,58.9978,22.7492,2.7,80,34,4.1,EE,1698187024
139,horta,38.5333,-28.6333,21.12,96,90,4.92,PT,1698187024
140,imbituba,-28.24,-48.6703,19.86,95,100,3.43,BR,1698187025
141,trujillo,-8.116,-79.03,19.98,88,83,5.66,PE,1698187025
142,georgetown,5.4112,100.3354,25.96,99,20,1.54,MY,1698186760
143,mutoko,-17.397,32.2268,22.98,54,0,1.26,ZW,1698187025
144,tottori,35.5,134.2333,13.04,94,40,3.6,JP,1698187025
145,chateaubourg,48.1112,-1.4002,12.25,94,100,6.29,FR,1698187025
146,yamethin,20.4333,96.15,21.88,96,98,0.71,MM,1698187025
147,buenavista tomatlan,19.2,-102.6,28.55,64,84,0.75,MX,1698187026
148,nchelenge,-9.3451,28.734,25.62,66,100,4.7,ZM,1698187026
149,lethem,3.3803,-59.7968,29.3,62,83,2.42,GY,1698187026
150,el porvenir,13.7617,-87.3458,24.63,92,99,1.21,HN,1698187026
151,namibe,-15.1961,12.1522,18.82,80,65,5.1,AO,1698187026
152,prieska,-29.6641,22.7474,18.16,29,0,2.17,ZA,1698187026
153,tromso,69.6496,18.957,-5.99,73,0,1.54,NO,1698186783
154,port elizabeth,-33.918,25.5701,15.17,76,0,6.69,ZA,1698187027
155,newman,37.3138,-121.0208,25.72,47,5,0.89,US,1698187027
156,holualoa,19.6228,-155.9522,28.26,71,20,4.12,US,1698187027
157,kapuskasing,49.4169,-82.4331,8.05,100,100,1.03,CA,1698187027
158,fale old settlement,-9.3852,-171.2468,28.61,74,56,5.88,TK,1698187027
159,hobyo,5.3505,48.5268,27.93,77,15,3.81,SO,1698187028
160,bandarbeyla,9.4942,50.8122,27.22,82,38,3.24,SO,1698187028
161,tinajo,29.0788,-13.7081,20.49,64,20,3.6,ES,1698187028
162,mount pearl,47.5166,-52.7813,4.62,87,20,4.63,CA,1698187028
163,pingdu,36.7844,119.9464,14.49,64,0,1.71,CN,1698187028
164,afaahiti,-17.75,-149.2833,27.93,78,100,6.88,PF,1698187028
165,iskateley,67.6803,53.1512,-4.99,82,100,4.47,RU,1698187029
166,el naranjo,21.4667,-98.6,28.68,73,77,3.04,MX,1698187029
167,barinitas,8.7622,-70.4111,23.45,91,100,2.0,VE,1698187029
168,minas de marcona,-15.2119,-75.1103,14.37,91,91,6.46,PE,1698187029
169,hadgaon,19.5,77.6667,18.85,64,45,1.37,IN,1698187029
170,tazovsky,67.4667,78.7,-7.01,92,44,2.43,RU,1698187029
171,tsiombe,-25.3,45.4833,22.02,87,32,1.26,MG,1698187030
172,nova sintra,14.8667,-24.7167,24.29,75,72,6.54,CV,1698187030
173,gadzhiyevo,69.2551,33.3362,0.08,84,100,3.03,RU,1698187030
174,lincoln city,44.9582,-124.0179,11.51,96,100,4.02,US,1698187030
175,vallenar,-28.5708,-70.7581,22.8,34,0,2.07,CL,1698187030
176,ancud,-41.8697,-73.8203,10.35,75,14,1.77,CL,1698187030
177,korla,41.7597,86.1469,11.02,41,0,1.71,CN,1698187031
178,laibin,23.7,109.2667,23.19,84,45,0.71,CN,1698187031
179,nar'yan-mar,67.6713,53.087,-4.94,82,100,4.47,RU,1698187031
180,salinopolis,-0.6136,-47.3561,26.9,76,85,5.62,BR,1698187031
181,kavieng,-2.5744,150.7967,28.47,77,92,4.38,PG,1698186834
182,istgah-e rah ahan-e garmsar,35.2346,52.3094,21.53,28,100,2.31,IR,1698187031
183,charlottetown,46.2352,-63.1267,10.11,73,20,2.68,CA,1698187031
184,bhabhua,25.05,83.6167,19.65,62,70,1.53,IN,1698187032
185,alo,7.4178,6.7371,24.88,90,100,1.95,NG,1698187032
186,ciudad lazaro cardenas,17.9583,-102.2,27.7,78,100,3.1,MX,1698187032
187,howard springs,-12.497,131.047,30.49,78,2,2.19,AU,1698187032
188,general conesa,-40.1,-64.4333,18.65,35,33,2.94,AR,1698187032
189,yakymivka,46.6897,35.1536,11.57,63,49,1.62,UA,1698187032
190,chibougamau,49.9168,-74.3659,6.79,93,100,1.54,CA,1698187032
191,sydney mines,46.2367,-60.2177,7.78,83,40,2.57,CA,1698187033
192,ribeira grande,38.5167,-28.7,21.54,96,85,4.92,PT,1698187033
193,maryborough,-25.5333,152.7,27.59,49,5,3.67,AU,1698187033
194,badger,64.8,-147.5333,-3.69,87,75,1.54,US,1698187033
195,kununurra,-15.7667,128.7333,24.99,88,41,2.06,AU,1698187033
196,alesund,62.4723,6.1549,7.41,89,100,1.03,NO,1698187034
197,san jose del cabo,23.0589,-109.6977,28.6,46,20,5.14,MX,1698187034
198,carora,10.1755,-70.0827,28.84,64,74,1.22,VE,1698187034
199,ipora,-16.4419,-51.1178,27.87,45,41,1.23,BR,1698186913
200,carnarvon,-24.8667,113.6333,21.77,67,0,3.64,AU,1698187034
201,kovdor,67.5662,30.4758,-5.22,95,87,1.22,RU,1698187034
202,colonia menno,-22.3667,-59.8167,34.49,36,82,5.08,PY,1698187034
203,severo-yeniseyskiy,60.3725,93.0408,-4.12,83,100,4.47,RU,1698187035
204,kavaratti,10.5669,72.642,28.21,69,10,0.84,IN,1698187035
205,cambria,35.5641,-121.0808,28.57,67,19,4.89,US,1698187035
206,nogliki,51.8333,143.1667,4.63,85,74,0.89,RU,1698187035
207,ghat,24.9647,10.1728,25.93,19,1,0.22,LY,1698187035
208,puerto madero,14.7208,-92.4215,31.11,79,40,2.57,MX,1698187035
209,tabuk,17.4189,121.4443,24.19,89,97,0.65,PH,1698187035
210,nizhneudinsk,54.9076,99.0276,-0.93,50,100,2.15,RU,1698187036
211,lompoc,34.6391,-120.4579,26.68,74,100,4.47,US,1698187036
212,weno,7.4515,151.8468,28.97,89,100,0.0,FM,1698187036
213,olyokminsk,60.3736,120.4264,0.69,96,100,4.9,RU,1698186768
214,colonia,50.9333,6.95,10.46,91,0,4.63,DE,1698187034
215,lu-uk,5.9684,121.3122,26.97,79,80,0.55,PH,1698187036
216,east london,-33.0153,27.9116,16.5,67,9,6.64,ZA,1698186799
217,mil'kovo,55.6078,37.7956,0.33,81,18,1.98,RU,1698187037
218,kodinar,20.7903,70.7031,26.41,64,6,2.57,IN,1698187037
219,motul,21.1,-89.2833,30.0,70,98,4.75,MX,1698187037
220,natagaima,3.6206,-75.0941,27.47,70,95,2.26,CO,1698187037
221,trairi,-3.2778,-39.2689,25.71,79,77,4.56,BR,1698187037
222,camiri,-20.05,-63.5167,31.88,43,100,1.54,BO,1698187037
223,khandyga,62.6667,135.6,-18.4,100,93,0.72,RU,1698187038
224,isafjordur,66.0755,-23.124,3.16,84,99,1.11,IS,1698187038
225,vilyuchinsk,52.9306,158.4028,2.18,67,33,2.34,RU,1698187038
226,kuraymah,18.55,31.85,29.66,26,23,4.24,SD,1698187038
227,grand-bassam,5.2118,-3.7388,26.98,89,94,3.39,CI,1698187038
228,sarikei,2.1167,111.5167,22.83,97,100,0.73,MY,1698187038
229,zeya,53.75,127.2667,-0.29,69,87,2.48,RU,1698186776
230,hadibu,12.65,54.0333,26.68,85,83,3.38,YE,1698187039
231,notodden,59.5594,9.2585,5.0,80,99,2.25,NO,1698187039
232,ketchikan,55.3422,-131.6461,6.26,36,0,4.63,US,1698187039
233,codrington,-38.2667,141.9667,9.3,78,62,6.92,AU,1698187039
234,genoa,44.4129,8.9573,20.08,90,40,2.06,IT,1698187039
235,alofi,-19.0595,-169.9187,25.94,50,75,8.75,NU,1698187039
236,ballina,-28.8667,153.5667,28.77,57,1,5.58,AU,1698187039
237,merowe,18.4833,31.8167,29.68,26,24,4.19,SD,1698187040
238,wuhai,39.6647,106.8122,9.93,33,1,1.17,CN,1698187040
239,ribeira brava,32.65,-17.0667,22.35,76,91,0.91,PT,1698187040
240,eastham,41.8301,-69.9739,14.43,76,18,0.89,US,1698187040
241,crane,31.3974,-102.3501,26.68,54,0,7.59,US,1698187040
242,mahina,-17.5065,-149.489,28.87,70,75,7.72,PF,1698187040
243,port moresby,-9.4431,147.1797,26.68,69,40,2.57,PG,1698187040
244,bom jardim,-7.7958,-35.5872,21.76,85,16,3.1,BR,1698187041
245,san luis de la loma,17.2706,-100.8939,26.88,82,100,0.24,MX,1698187041
246,plastun,44.7561,136.2939,11.35,67,6,2.02,RU,1698187041
247,lhokseumawe,5.1801,97.1507,24.99,87,100,0.79,ID,1698187041
248,malindi,-3.2175,40.1191,25.75,89,89,3.74,KE,1698187041
249,kamloops,50.6665,-120.3192,5.97,51,75,6.17,CA,1698187041
250,gulma,12.6423,4.3555,27.75,16,88,2.6,NG,1698187041
251,tura,25.5198,90.2201,19.39,91,72,2.07,IN,1698187042
252,guinguineo,14.2667,-15.95,29.9,74,0,4.12,SN,1698187042
253,tanumah,27.1,44.1333,21.48,33,76,3.11,SA,1698187042
254,inirida,3.8653,-67.9239,24.22,98,78,1.86,CO,1698187042
255,sanctuary point,-35.1114,150.629,21.85,58,94,2.22,AU,1698187042
256,kampot,10.6167,104.1833,24.03,87,72,0.98,KH,1698187042
257,sao joao da barra,-21.6403,-41.0511,25.05,87,63,10.74,BR,1698187043
258,arraial do cabo,-22.9661,-42.0278,23.98,78,0,5.14,BR,1698187043
259,saint-pierre,-21.3393,55.4781,25.32,73,0,1.03,RE,1698187043
260,conde,-7.2597,-34.9075,25.7,78,0,2.57,BR,1698187043
261,saint-philippe,-21.3585,55.7679,22.77,82,12,2.47,RE,1698187043
262,peterhead,57.5058,-1.7981,8.22,87,90,7.65,GB,1698187000
263,nyurba,63.2842,118.3319,-2.12,87,100,4.15,RU,1698187043
264,maintirano,-18.0667,44.0167,25.28,82,0,2.15,MG,1698187044
265,burang,30.25,81.1667,-2.11,44,1,0.52,CN,1698187044
266,puerto wilches,7.3483,-73.896,29.31,87,100,0.91,CO,1698187044
267,talnakh,69.4865,88.3972,-6.55,96,100,1.18,RU,1698186811
268,kourou,5.1552,-52.6478,28.03,86,27,4.4,GF,1698187044
269,caleta de carquin,-11.0925,-77.6267,20.44,85,58,5.64,PE,1698187044
270,dudinka,69.4058,86.1778,-6.32,97,100,1.79,RU,1698187045
271,el calafate,-50.3408,-72.2768,9.48,66,43,7.02,AR,1698187045
272,monrovia,6.3005,-10.7969,25.87,90,100,1.67,LR,1698187045
273,hithadhoo,-0.6,73.0833,27.51,79,8,7.83,MV,1698187045
274,east end,34.5507,-92.341,28.94,45,10,3.38,US,1698187045
275,talakan,50.3167,130.3667,1.66,78,47,0.85,RU,1698187045
276,staryye ozinki,51.1786,49.6769,3.38,74,100,7.72,RU,1698187045
277,stanley,54.868,-1.6985,8.2,94,75,3.09,GB,1698187046
278,elektrogorsk,55.8794,38.7919,0.55,88,9,1.64,RU,1698187046
279,touros,-5.1989,-35.4608,25.3,77,44,5.75,BR,1698187046
280,ust-nera,64.5667,143.2,-18.98,100,100,0.81,RU,1698187046
281,bargaal,11.2864,51.0773,26.96,83,70,2.7,SO,1698187046
282,praia da vitoria,38.7333,-27.0667,22.14,83,40,6.0,PT,1698187046
283,tambopata,-12.7333,-69.1833,34.94,55,20,0.0,PE,1698187047
284,kralendijk,12.15,-68.2667,29.99,74,20,5.66,BQ,1698187015
285,wakkanai,45.4094,141.6739,15.61,81,5,3.13,JP,1698187047
286,hancheng,32.5186,112.3522,19.45,75,100,1.01,CN,1698187047
287,rio gallegos,-51.6226,-69.2181,16.03,33,40,11.83,AR,1698186926
288,kurkino,53.4257,38.6582,-0.52,87,67,2.61,RU,1698187047
289,puerto baquerizo moreno,-0.9,-89.6,26.55,78,75,2.57,EC,1698187047
290,yelizovo,53.1873,158.3805,2.11,80,75,4.0,RU,1698187047
291,andovoranto,-18.95,49.1,24.41,86,56,4.54,MG,1698187048
292,beloyarskiy,63.7119,66.6722,-2.78,84,37,1.79,RU,1698187048
293,cidreira,-30.1811,-50.2056,18.94,83,100,6.44,BR,1698187048
294,birzebbuga,35.8258,14.5269,23.42,94,20,1.03,MT,1698187048
295,kidal,18.4411,1.4078,28.66,13,73,4.76,ML,1698187048
296,nemuro,43.3236,145.575,12.84,84,56,4.83,JP,1698187048
297,paidha,2.4167,30.9855,17.03,89,100,2.22,UG,1698187049
298,pontes e lacerda,-15.2261,-59.3353,28.55,50,82,0.85,BR,1698187049
299,yung shue wan,22.2333,114.1167,25.93,85,25,4.41,HK,1698187049
300,orshanka,56.9161,47.8933,-5.08,95,10,2.57,RU,1698187049
301,soio,-6.1349,12.3689,25.38,86,100,2.4,AO,1698187049
302,crucecita,-28.95,-58.9833,21.07,75,99,5.29,AR,1698187049
303,tofol,5.3248,163.0078,31.88,70,75,1.54,FM,1698187050
304,tupiza,-21.45,-65.7167,20.27,46,94,8.44,BO,1698187050
305,sault ste. marie,46.5168,-84.3333,14.16,88,100,1.54,CA,1698187050
306,north bend,43.4065,-124.2243,12.91,82,100,2.57,US,1698187050
307,kruisfontein,-34.0033,24.7314,12.02,83,0,3.62,ZA,1698187050
308,qarshi,38.8667,65.8,11.9,82,0,2.06,UZ,1698187051
309,plouzane,48.3833,-4.6167,12.03,97,100,2.57,FR,1698187051
310,palikir - national government center,6.9248,158.1611,27.47,94,100,3.6,FM,1698187020
311,mount isa,-20.7333,139.5,26.87,26,0,6.17,AU,1698187023
312,santana,-0.0583,-51.1817,31.1,70,40,5.14,BR,1698187051
313,ascension,30.2169,-90.9001,29.12,61,0,5.14,US,1698187051
314,muynoq,43.7683,59.0214,12.79,67,92,4.19,UZ,1698187051
315,melekeok village,7.4957,134.6367,27.31,89,75,0.0,PW,1698187051
316,buka,40.8108,69.1986,12.99,48,5,0.64,UZ,1698187052
317,kongsvinger,60.1905,11.9977,1.93,93,83,2.67,NO,1698187052
318,dowlatabad,32.7998,51.6955,16.82,36,40,2.06,IR,1698187052
319,nuuk,64.1835,-51.7216,-0.66,80,20,4.12,GL,1698187052
320,wailua homesteads,22.0669,-159.378,27.64,62,75,3.09,US,1698187052
321,port macquarie,-31.4333,152.9167,29.23,30,5,3.05,AU,1698187052
322,ouargla,31.9493,5.325,26.04,27,40,3.09,DZ,1698186841
323,polyarnyy,69.1989,33.4478,0.54,84,99,3.21,RU,1698187053
324,berezovo,63.9381,65.0419,-4.03,79,74,2.13,RU,1698187053
325,la ronge,55.1001,-105.2842,-3.86,63,75,4.12,CA,1698187053
326,pimentel,-6.8367,-79.9342,22.16,73,0,9.26,PE,1698187053
327,west island,-12.1568,96.8225,25.99,83,40,5.66,CC,1698187053
328,roccella ionica,38.322,16.4009,22.48,70,100,3.15,IT,1698187053
329,chertkovo,49.3847,40.1547,8.74,75,96,2.97,RU,1698187054
330,tamandare,-8.7597,-35.1047,24.69,80,2,4.42,BR,1698187054
331,sittwe,20.15,92.9,25.21,86,95,1.99,MM,1698187054
332,buchanan,5.8808,-10.0467,24.75,91,100,3.4,LR,1698187054
333,viedma,-40.8135,-62.9967,10.68,63,35,6.96,AR,1698186653
334,rovaniemi,66.5,25.7167,-5.33,86,100,2.06,FI,1698186468
335,guiyang,26.5833,106.7167,19.27,82,100,2.0,CN,1698187054
336,geraldton,-28.7667,114.6,22.23,26,0,9.77,AU,1698187055
337,st ives,50.2086,-5.4875,11.0,91,100,5.41,GB,1698187037
338,gondar,12.6,37.4667,13.8,90,98,3.14,ET,1698187055
339,kosh-agach,50.0,88.6667,-2.61,44,71,1.79,RU,1698187055
340,isangel,-19.55,169.2667,23.06,83,100,4.12,VU,1698187055
341,sarangani,5.4033,125.4636,28.64,72,100,2.25,PH,1698187055
342,luganville,-15.5333,167.1667,26.7,85,100,8.97,VU,1698187055
343,colares,38.7992,-9.4469,19.63,95,11,14.31,PT,1698187056
344,san pedro pochutla,15.7333,-96.4667,28.84,82,100,1.82,MX,1698187023
345,tanout,14.9709,8.8879,26.81,11,73,4.14,NE,1698187056
346,hilo,19.7297,-155.09,28.85,77,40,4.12,US,1698187056
347,shortandy,51.7006,70.9994,4.8,42,100,8.41,KZ,1698187056
348,ceelbuur,4.685,46.6176,26.55,76,37,4.04,SO,1698187056
349,basco,20.4487,121.9702,27.02,80,81,5.01,PH,1698187056
350,long beach,33.767,-118.1892,26.95,71,0,3.6,US,1698187056
351,grevena,40.0845,21.4274,14.56,61,100,1.46,GR,1698187057
352,hamilton,39.1834,-84.5333,22.47,57,0,3.09,US,1698187057
353,la passe,45.5549,-0.8967,17.21,91,88,11.19,FR,1698187057
354,aykhal,66.0,111.5,-10.79,99,100,4.62,RU,1698187057
355,rio grande,-32.035,-52.0986,20.06,88,68,6.83,BR,1698186765
356,revda,56.801,59.9303,-3.3,93,100,3.39,RU,1698187057
357,mogadishu,2.0371,45.3438,26.91,86,68,4.81,SO,1698186793
358,cabo san lucas,22.8909,-109.9124,28.61,61,20,7.2,MX,1698187057
359,lazaro cardenas,17.9583,-102.2,27.7,78,100,3.1,MX,1698186949
360,queenstown,-31.8976,26.8753,9.77,82,0,0.88,ZA,1698187058
361,newnan,33.3807,-84.7997,22.38,50,0,2.57,US,1698187058
362,gore,-46.1028,168.9436,18.69,50,25,3.38,NZ,1698187058
363,pandan,14.0453,124.1694,27.7,82,98,2.49,PH,1698187058
